Game,MS_Store_Link,ProductID,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Completion,Genre,Series X|S,Owner Notes,ESRB,ESRB Content Descriptors,Community Notes,Status.1,Added.1,Delay
Wizard of Legend,https://www.xbox.com/en-us/games/store/Wizard-of-Legend/C40HL7DFHWCX,C40HL7DFHWCX,Xbox / PC,Yes,Removed,Jun 2019,Jun 2021,24.2,May 2018,1.07,79,6.0,Action / RPG,,,,,,,,
Tropico 4,https://www.xbox.com/en-us/games/store/Tropico-4/BQCRWNB8ZQBS,BQCRWNB8ZQBS,XB360/OG Xbox,,GwG Permanent,May 2021,May 2021,0.47,Aug 2011,9.73,80,,Strategy,,Backwards Compatible,,,,,,
Kingdom Hearts HD II.8 Final Chapter Prologue,https://www.xbox.com/en-us/games/store/KINGDOM-HEARTS-HD-28-Final-Chapter-Prologue/9NB80T1XC43B,9NB80T1XC43B,Xbox,,Removed,Jun 2020,May 2021,11.63,Jan 2017,3.38,82,17.0,Action / RPG / Compilation,,,,,,,,
Broforce,https://www.xbox.com/en-us/games/store/Broforce/9P03ZQMBMV65,9P03ZQMBMV65,PC,,Removed,Jun 2019,May 2021,23.7,Oct 2015,3.65,83,7.0,Action / Shooter / Platformer,,,,,,,,
Void Bastards,https://www.xbox.com/en-us/games/store/Void-Bastards/9N584LPFG1GM,9N584LPFG1GM,Xbox / PC,Yes,Removed,May 2019,May 2021,24.03,May 2019,0.0,75,8.0,Action / Strategy,,,,,,,,
Surviving Mars,https://www.xbox.com/en-us/games/store/surviving-mars-relaunched/9ns8192kzvt3,9ns8192kzvt3,Xbox / PC,Yes,Removed,May 2019,May 2021,24.7,Mar 2018,1.15,76,19.0,Strategy / Simulation,,,,,,,,
Armello,https://www.xbox.com/en-us/games/store/Armello/BT990QWD1DLF,BT990QWD1DLF,XB1/Series X|S,,GwG Temporary,May 2021,May 2021,0.97,Mar 2016,5.17,74,,Strategy,,,,,,,,
Lego Batman,https://www.xbox.com/en-us/games/store/LEGO-Batman-3-Beyond-Gotham/C0GMW8QH429T,C0GMW8QH429T,XB360/OG Xbox,,GwG Permanent,May 2021,May 2021,0.47,Oct 2008,12.53,79,,Action-Adventure,,Backwards Compatible,,,,,,
Truck Racing Championship,https://www.xbox.com/en-us/games/store/Truck-Racing-Championship/BRJP066TZ2Q7,BRJP066TZ2Q7,XB1/Series X|S,,GwG Temporary,Apr 2021,May 2021,0.97,Mar 2019,2.11,55,,Racing,,Backwards Compatible,,,,,,
Battlefleet Gothic: Armada II,https://www.xbox.com/en-us/games/store/Battlefleet-Gothic-Armada-2-Windows-10/9NGWKW55M85P,9NGWKW55M85P,PC,,Removed,Jun 2020,May 2021,11.13,Jan 2019,1.38,77,120.0,Real-Time Strategy,,,,,,,,
Dungeon of the Endless,https://www.xbox.com/en-us/games/store/Dungeon-of-the-Endless/BT56B4R21179,BT56B4R21179,Xbox / PC,Yes,Removed,Jun 2020,May 2021,11.13,Oct 2014,5.62,79,7.0,Strategy / RPG,,,,,,,,
Plebby Quest: The Crusades,https://www.xbox.com/en-us/games/store/Plebby-Quest-The-Crusades/9MWBPSQ5PKQR,9MWBPSQ5PKQR,PC,,Removed,May 2020,May 2021,11.63,Apr 2020,0.13,84,5.0,Strategy / RPG,,,,,,,,
Alan Wake,https://www.xbox.com/en-us/games/store/Alan-Wake-Remastered/9NKB1B50PZLZ,9NKB1B50PZLZ,Xbox / PC,,Removed,May 2020,May 2021,11.8,May 2010,10.02,83,11.0,Shooter / Action-Adventure,FPS Boost,,,,Remedy Entertainment bought the IP from Microsoft,,,
Final Fantasy IX,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-IX/9NPGTNQFC8B5,9NPGTNQFC8B5,Xbox / PC,,Removed,May 2020,May 2021,12.03,Jul 2000,19.85,85,40.0,RPG / Card Game,,,,,,,,
FIFA 16,https://www.xbox.com/en-us/games/store/ea-sports-fifa-16/9n49zrfmgjhq,9n49zrfmgjhq,Xbox / PC,,Removed,Nov 2020,May 2021,5.87,Sep 2015,5.13,84,108.0,Sports / Soccer,,,,,,,,
FIFA 17,https://www.xbox.com/en-us/games/store/EA-SPORTS-FIFA-17/BTVFFDDZ0TL4,BTVFFDDZ0TL4,Xbox / PC,,Removed,Nov 2020,May 2021,5.87,Sep 2016,4.12,84,52.0,Sports / Soccer,,,,,,,,
FIFA 18,https://www.xbox.com/en-us/games/store/fifa-18/9n4gr4vbw3j1,9n4gr4vbw3j1,Xbox / PC,,Removed,Nov 2020,May 2021,5.87,Sep 2017,3.11,83,37.0,Sports / Soccer,,,,,,,,
NBA LIVE 15,https://www.xbox.com/en-us/games/store/EA-SPORTS-NBA-LIVE-15/BRLHLMQX271N,BRLHLMQX271N,Xbox,,Removed,Nov 2020,May 2021,5.87,Oct 2014,6.03,53,39.0,Sports / Basketball,,,,,,,,
Hard Corps: Uprising,https://www.xbox.com/en-us/games/store/Hard-Corps-Uprising/C30Z07T9Q9CT,C30Z07T9Q9CT,XB360/OG Xbox,,GwG Permanent,Apr 2021,Apr 2021,0.47,Feb 2011,10.17,83,,Action,,Backwards Compatible,,,,,,
Vikings: Wolves of Midgard,https://www.xbox.com/en-us/games/store/Vikings-Wolves-of-Midgard/C32XK5TG6RNM,C32XK5TG6RNM,XB1/Series X|S,,GwG Temporary,Apr 2021,Apr 2021,0.97,Feb 2016,5.16,72,,Action-Adventure,,,,,,,,
Fractured Minds,https://www.xbox.com/en-us/games/store/Fractured-Minds/BXX0NHDR1FNZ,BXX0NHDR1FNZ,Xbox,Yes,Removed,May 2020,Apr 2021,11.37,Nov 2019,0.51,86,1.0,Adventure,,,,,,,,
Endless Legend,https://www.xbox.com/en-us/games/store/Endless-Legend/9NP09BFQNHCJ,9NP09BFQNHCJ,PC,,Removed,May 2020,Apr 2021,11.53,Sep 2014,5.66,82,14.0,Strategy,,,,,,,,
Levelhead,https://www.xbox.com/en-us/games/store/Levelhead/9PJZBB8FWK8H,9PJZBB8FWK8H,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,12.0,Apr 2019,1.03,82,66.0,Action / Platformer,,,,,,,,
Moving Out,https://www.xbox.com/en-us/games/store/Moving-Out/9NXPBSMHPLTV,9NXPBSMHPLTV,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,12.07,Apr 2020,0.02,78,4.0,Action / Simulation,FPS Boost,,,,,,,
Moving Out,https://www.xbox.com/en-us/games/store/Moving-Out/9NXPBSMHPLTV,9NXPBSMHPLTV,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,12.07,Apr 2020,0.02,78,4.0,Action / Simulation,FPS Boost,,,,,,,
Thumper,https://www.xbox.com/en-us/games/store/Thumper/C4CCRJK7J4SS,C4CCRJK7J4SS,PC,,Removed,Jun 2019,Apr 2021,22.7,Oct 2016,2.66,86,8.0,Music/Rhythm,,,,,,,,
For The King,https://www.xbox.com/en-us/games/store/For-The-King/BP2BW45WZ45Z,BP2BW45WZ45Z,Xbox / PC,Yes,Removed,May 2019,Apr 2021,23.67,Feb 2018,1.2,87,10.0,Strategy / RPG,,,,,,,,
Bomber Crew,https://www.xbox.com/en-us/games/store/Bomber-Crew/C348248BJZCQ,C348248BJZCQ,Xbox / PC,,Removed,Jul 2018,Apr 2021,33.67,Oct 2017,0.73,75,17.0,Strategy,,,,,,,,
Madden NFL 15,https://www.xbox.com/en-us/games/store/Madden-NFL-15/BNFCRCSB95FT,BNFCRCSB95FT,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Aug 2014,6.21,80,41.0,Sports / Football,,,,,,,,
Madden NFL 16,https://www.xbox.com/en-us/games/store/Madden-NFL-16/BXRMHT4MV6G3,BXRMHT4MV6G3,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Aug 2015,5.21,84,43.0,Sports / Football,,,,,,,,
Madden NFL 17,https://www.xbox.com/en-us/games/store/Madden-NFL-17/C2KV821GS8X5,C2KV821GS8X5,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Aug 2016,4.21,83,41.0,Sports / Football,,,,,,,,
Madden NFL 18,https://www.xbox.com/en-us/games/store/Madden-NFL-18/BS36XT3Z5ZKL,BS36XT3Z5ZKL,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Aug 2017,3.21,82,16.0,Sports / Football,,,,,,,,
NHL 18,https://www.xbox.com/en-us/games/store/EA-SPORTS-NHL-18/C2BTFXNW3TTT,C2BTFXNW3TTT,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Sep 2017,3.15,77,40.0,Sports / Hockey,,,,,,,,
NHL 19,https://www.xbox.com/en-us/games/store/EA-SPORTS-NHL-19/C1C16ZZZ79VD,C1C16ZZZ79VD,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Sep 2018,2.16,82,40.0,Sports / Hockey,,,,,,,,
NHL 19,https://www.xbox.com/en-us/games/store/EA-SPORTS-NHL-19/C1C16ZZZ79VD,C1C16ZZZ79VD,Xbox,,Removed,Nov 2020,Apr 2021,5.2,Sep 2018,2.16,82,40.0,Sports / Hockey,,,,,,,,
Dark Void,https://www.xbox.com/en-us/games/store/Dark-Void/C47VK1FQBPND,C47VK1FQBPND,XB360/OG Xbox,,GwG Permanent,Apr 2021,Apr 2021,0.47,Mar 2010,11.03,58,,Action,,Backwards Compatible,,,,,,
Dark Void,https://www.xbox.com/en-us/games/store/Dark-Void/C47VK1FQBPND,C47VK1FQBPND,XB360/OG Xbox,,GwG Permanent,Apr 2021,Apr 2021,0.47,Mar 2010,11.03,58,,Action,,Backwards Compatible,,,,,,
Vicious Attack Llama Apocalypse,https://www.xbox.com/en-us/games/store/Vicious-Attack-Llama-Apocalypse/9N253PVJ49WT,9N253PVJ49WT,XB1/Series X|S,,GwG Temporary,Mar 2021,Apr 2021,0.97,Dec 2014,6.29,70,,Action,,Backwards Compatible,,,,,,
Deliver Us the Moon,https://www.xbox.com/en-us/games/store/Deliver-Us-The-Moon/9NVVSHQ771WG,9NVVSHQ771WG,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,11.73,Oct 2019,0.54,75,5.0,Action-Adventure,,,,,,,,
Gato Roboto,https://www.xbox.com/en-us/games/store/Gato-Roboto/9PF6XX9BSHF0,9PF6XX9BSHF0,Xbox / PC,Yes,Removed,Apr 2020,Apr 2021,11.8,May 2019,0.89,79,3.0,Platformer / Action-Adventure,,,,,,,,
Wargroove,https://www.xbox.com/en-us/games/store/Wargroove/9NRPTTJ94PCK,9NRPTTJ94PCK,Xbox / PC,,Removed,May 2019,Apr 2021,23.43,Feb 2019,0.25,81,21.0,Strategy,,,,,,,,
Port Royale 3,https://www.xbox.com/en-us/games/store/Port-Royale-3/BQMPTJ2MVCQJ,BQMPTJ2MVCQJ,XB360/OG Xbox,,GwG Permanent,Mar 2021,Mar 2021,0.47,Oct 2011,9.42,66,,Strategy,,Backwards Compatible,,,,,,
HyperDot,https://www.xbox.com/en-us/games/store/HyperDot/9NVVJ8TBD7KP,9NVVJ8TBD7KP,Xbox / PC,Yes,Removed,Apr 2020,Mar 2021,11.0,Jan 2020,0.25,73,2.0,Action,,,,,,,,
Machinarium,https://www.xbox.com/en-us/games/store/Machinarium/9NCJPCC7JN2M,9NCJPCC7JN2M,PC,,Removed,Apr 2020,Mar 2021,11.43,Oct 2009,10.5,85,5.0,Adventure / Puzzle,,,,,,,,
Mutant Year Zero: Road to Eden,https://www.xbox.com/en-us/games/store/Mutant-Year-Zero-Road-to-Eden/9NMP9B9KMKLF,9NMP9B9KMKLF,PC,,Removed,Mar 2021,Mar 2021,0.37,Dec 2018,2.29,78,13.0,Strategy,,"Returning title: Joined 12/4/18, left 12/15/20 (console and PC)",,,,,,
Shift Quantum,https://www.xbox.com/en-us/games/store/Shift-Quantum/C56MD02TBXSN,C56MD02TBXSN,PC,,Removed,Mar 2021,Mar 2021,0.37,May 2018,2.8,78,8.0,Puzzle / Platformer,,,,,,,,
Star Wars Episode I: Racer,https://www.xbox.com/en-us/games/store/STAR-WARS-Episode-I-Racer/9NDBR93LNRQD,9NDBR93LNRQD,PC,,Removed,Mar 2021,Mar 2021,0.37,Apr 1999,21.88,63,6.0,Driving/Racing,,,,,,,,
Star Wars Rebellion,https://www.xbox.com/en-us/games/store/EA-STAR-WARS-TRIPLE-BUNDLE/9N5J2DWL5T3P,9N5J2DWL5T3P,PC,,Removed,Mar 2021,Mar 2021,0.37,Feb 1998,23.06,87,17.0,Strategy,,,,,,,,
Star Wars Starfighter,https://www.xbox.com/en-us/games/store/star-wars-starfighter-special-edition/9phckklp981q,9phckklp981q,PC,,Removed,Mar 2021,Mar 2021,0.37,Feb 2001,20.08,71,5.0,Action / Flight Simulator,,,,,,,,
Into the Breach,https://www.xbox.com/en-us/games/store/Into-the-Breach/9P3FVTRP97B0,9P3FVTRP97B0,PC,,Removed,Jun 2019,Mar 2021,21.67,Feb 2018,1.28,90,5.0,Strategy,,,,,,,,
Snake Pass,https://www.xbox.com/en-us/games/store/Snake-Pass/9NZV89BQ8ZWX,9NZV89BQ8ZWX,PC,,Removed,Sep 2018,Mar 2021,30.93,Mar 2017,1.43,74,5.0,Puzzle / Platformer,,,,,,,,
Hue,https://www.xbox.com/en-us/games/store/Hue/BXLH97R22VM2,BXLH97R22VM2,PC,,Removed,Sep 2017,Mar 2021,42.93,Aug 2016,1.0,79,5.0,Platformer,,,,,,,,
Hue,https://www.xbox.com/en-us/games/store/Hue/BXLH97R22VM2,BXLH97R22VM2,PC,,Removed,Sep 2017,Mar 2021,42.93,Aug 2016,1.0,79,5.0,Platformer,,,,,,,,
Metal Slug 3,https://www.xbox.com/en-us/games/store/Metal-Slug-3/BZHS2XCVV5T3,BZHS2XCVV5T3,XB360/OG Xbox,,GwG Permanent,Mar 2021,Mar 2021,0.47,Feb 2004,17.02,80,,Shooter,,Backwards Compatible,,,,,,
Metal Slug 3,https://www.xbox.com/en-us/games/store/Metal-Slug-3/BZHS2XCVV5T3,BZHS2XCVV5T3,XB360/OG Xbox,,GwG Permanent,Mar 2021,Mar 2021,0.47,Feb 2004,17.02,80,,Shooter,,Backwards Compatible,,,,,,
Dandara: Trials of Fear Edition,https://www.xbox.com/en-us/games/store/Dandara-Trials-of-Fear-Edition/BQQD1KHRWWL8,BQQD1KHRWWL8,XB1/Series X|S,,GwG Temporary,Feb 2021,Mar 2021,0.97,Feb 2018,3.03,81,,Action-Adventure,,,,,,,,
Alvastia Chronicles,https://www.xbox.com/en-us/games/store/Alvastia-Chronicles/9MVJGBNNFPPS,9MVJGBNNFPPS,Xbox / PC,,Removed,Apr 2020,Mar 2021,11.2,Feb 2019,1.16,80,7.0,RPG,,,,,,,,
Astrologaster,https://www.xbox.com/en-us/games/store/Astrologaster/9NFT0CMC62DX,9NFT0CMC62DX,PC,,Removed,Mar 2020,Mar 2021,11.63,May 2019,0.9,74,8.0,Adventure,,,,,,,,
Lost Planet 2,https://www.xbox.com/en-us/games/store/Lost-Planet-2/C1PJKCDKH6LN,C1PJKCDKH6LN,XB360/OG Xbox,,GwG Permanent,Feb 2021,Feb 2021,0.4,May 2010,10.76,68,,Shooter,,Backwards Compatible,,,,,,
Resident Evil,https://www.xbox.com/en-us/games/store/resident-evil-remake-trilogy/9ndvk8qxm19w,9ndvk8qxm19w,XB1/Series X|S,,GwG Temporary,Feb 2021,Feb 2021,0.9,Jan 2015,6.03,93,,Survival,,,,,,,,
Resident Evil,https://www.xbox.com/en-us/games/store/resident-evil-requiem/9nmfwr0nrlzs,9nmfwr0nrlzs,XB1/Series X|S,,GwG Temporary,Feb 2021,Feb 2021,0.9,Jan 2015,6.03,93,,Survival,,,,,,,,
The Jackbox Party Pack 4,https://www.xbox.com/en-us/games/store/The-Jackbox-Party-Pack-4/C5150FZWS1K2,C5150FZWS1K2,Xbox,Yes,Removed,Sep 2020,Feb 2021,5.83,Oct 2017,2.88,84,16.0,Trivia/Board Game / Minigame Collection,,,,,,,,
Momodora: Reverie Under the Moonlight,https://www.xbox.com/en-us/games/store/Momodora-Reverie-Under-the-Moonlight/BPKQZ245CQ2H,BPKQZ245CQ2H,Xbox / PC,Yes,Removed,Jun 2019,Feb 2021,20.63,Mar 2016,3.26,77,4.0,Platformer,,,,,,,,
Indiana Jones and the Emperor's Tomb,https://www.xbox.com/en-us/games/store/Indiana-Jones-and-the-Emperors-Tomb/C02H769DRLQX,C02H769DRLQX,XB360/OG Xbox,,GwG Permanent,Feb 2021,Feb 2021,0.5,Feb 2003,17.93,73,,Action-Adventure,Enhanced,Backwards Compatible,,,,,,
Dead Rising,https://www.xbox.com/en-us/games/store/Dead-Rising/BZV7W98B3XN4,BZV7W98B3XN4,XB1/Series X|S,,GwG Temporary,Jan 2021,Feb 2021,0.97,Aug 2006,14.44,85,,Action-Adventure,,,,,,,,
Ninja Gaiden II,https://www.xbox.com/en-us/games/store/NINJA-GAIDEN-II/BSCSRTX27ZH3,BSCSRTX27ZH3,Xbox,,Removed,Feb 2020,Feb 2021,11.83,Jun 2008,11.71,81,14.0,Action,,,,,Xbox 360,,,
World of Horror (Game Preview),https://www.xbox.com/en-us/games/store/WORLD-OF-HORROR-Game-Preview/9N1FDTTSS49Z,9N1FDTTSS49Z,PC,,Removed,Feb 2020,Feb 2021,11.83,Feb 2020,0.0,80,3.0,RPG,,,,,,,,
de Blob,https://www.xbox.com/en-us/games/store/de-Blob/C092FLK91X41,C092FLK91X41,Xbox,,Removed,Feb 2019,Feb 2021,24.03,Sep 2008,10.39,72,8.0,Puzzle / Platformer,,,,,,,,
Breakdown,https://www.xbox.com/en-us/games/store/Breakdown/C3R4Z5101DZ4,C3R4Z5101DZ4,XB360/OG Xbox,,GwG Permanent,Jan 2021,Jan 2021,0.47,Mar 2004,16.84,74,,Action-Adventure,Enhanced,Backwards Compatible,,,,,,
Little Nightmares,https://www.xbox.com/en-us/games/store/Little-Nightmares/BWD88K55MK5W,BWD88K55MK5W,XB1/Series X|S,,GwG Temporary,Jan 2021,Jan 2021,0.97,Apr 2017,3.68,81,,Action-Adventure,,,,,,,,
Reigns: Game of Thrones,https://www.xbox.com/en-us/games/store/Reigns-Game-of-Thrones/9NB2WLSJ2QK3,9NB2WLSJ2QK3,PC,,Removed,Feb 2020,Jan 2021,11.3,Oct 2018,1.34,84,2.0,Simulation,,,,,,,,
Death Squared,https://www.xbox.com/en-us/games/store/Death-Squared/BS32QFXVPWBC,BS32QFXVPWBC,Xbox,Yes,Removed,Feb 2020,Jan 2021,11.53,Mar 2017,2.91,80,6.0,Strategy / Puzzle / Platformer,,,,,,,,
Death Squared,https://www.xbox.com/en-us/games/store/Death-Squared/BS32QFXVPWBC,BS32QFXVPWBC,Xbox,Yes,Removed,Feb 2020,Jan 2021,11.53,Mar 2017,2.91,80,6.0,Strategy / Puzzle / Platformer,,,,,,,,
Death's Gambit,https://www.xbox.com/en-us/games/store/deaths-gambit-afterlife/9mv537xvlvxr,9mv537xvlvxr,PC,,Removed,Feb 2020,Jan 2021,11.53,Aug 2018,1.5,71,10.0,Action / RPG,,,,,,,,
Final Fantasy XV,https://www.xbox.com/en-us/games/store/FINAL-FANTASY-XV/C45D79QVKZTP,C45D79QVKZTP,Xbox / PC,,Removed,Feb 2020,Jan 2021,11.77,Nov 2016,3.19,83,28.0,Action / RPG / Action-Adventure,,,,,,,,
Fishing Sim World: Pro Tour,https://www.xbox.com/en-us/games/store/Fishing-Sim-World-Pro-Tour/BPR4TX9NRWRW,BPR4TX9NRWRW,Xbox / PC,Yes,Removed,Jan 2020,Jan 2021,11.97,Sep 2018,1.37,70,,Fishing,,,,,,,,
Sea Salt,https://www.xbox.com/en-us/games/store/Sea-Salt/9NXQ4PX4TZJZ,9NXQ4PX4TZJZ,Xbox / PC,Yes,Removed,Jan 2020,Jan 2021,11.97,Oct 2019,0.29,68,4.0,Action / Strategy / Action-Adventure,,,,,,,,
Bleed 2,https://www.xbox.com/en-us/games/store/Bleed-2/BVDG19SHG495,BVDG19SHG495,XB1/Series X|S,,GwG Temporary,Dec 2020,Jan 2021,1.0,Feb 2018,2.86,80,,Action,,,,,,,,
The King of Fighters XIII,https://www.xbox.com/en-us/games/store/THE-KING-OF-FIGHTERS-XIII/BTJXDHNM2TCS,BTJXDHNM2TCS,XB360/OG Xbox,,GwG Permanent,Jan 2021,Jan 2021,0.47,Nov 2011,9.11,79,,Fighting,,Backwards Compatible,,,,,,
Tekken 7,https://www.xbox.com/en-us/games/store/TEKKEN-7/BRJGPRMBV1NT,BRJGPRMBV1NT,Xbox,,Removed,Jan 2020,Jan 2021,11.97,Mar 2015,4.83,81,4.0,Fighting,,,,,,,,
Sword Art Online: Fatal Bullet,https://www.xbox.com/en-us/games/store/SWORD-ART-ONLINE-FATAL-BULLET/BWH56DK175P1,BWH56DK175P1,Xbox,,Removed,Jan 2020,Jan 2021,12.2,Feb 2018,1.92,72,27.0,Action / RPG / Shooter,,,,,,,,
FTL: Faster Than Light,https://www.xbox.com/en-us/games/store/FTL-Faster-Than-Light/9NWNTZQW4G8G,9NWNTZQW4G8G,PC,,Removed,Jan 2020,Jan 2021,12.27,Sep 2012,7.31,84,12.0,Strategy / RPG,,,,,,,,
Stacking,https://www.xbox.com/en-us/games/store/Stacking/C042M8GWKS34,C042M8GWKS34,XB360/OG Xbox,,GwG Permanent,Dec 2020,Dec 2020,0.47,Feb 2011,9.86,80,,Puzzle,,Backwards Compatible,,,,,,
The Raven Remastered,https://www.xbox.com/en-us/games/store/The-Raven-Remastered/C3QDK7R638H2,C3QDK7R638H2,XB1/Series X|S,,GwG Temporary,Dec 2020,Dec 2020,0.97,Mar 2018,2.72,71,,Adventure,,,,,,,,
Farming Simulator 17,https://www.xbox.com/en-us/games/store/Farming-Simulator-17/C45KV8Q992HV,C45KV8Q992HV,Xbox / PC,Yes,Removed,Jan 2019,Dec 2020,23.9,Oct 2016,2.19,65,37.0,Simulation,,,,,,,,
Mortal Kombat X,https://www.xbox.com/en-us/games/store/Mortal-Kombat-X/C01Z9J8S9BJP,C01Z9J8S9BJP,Xbox,Yes,Removed,Dec 2018,Dec 2020,24.77,Apr 2015,3.65,86,6.0,Fighting,,,,,,,,
Swimsanity!,https://www.xbox.com/en-us/games/store/Swimsanity/9NB4XD95K7K9,9NB4XD95K7K9,XB1/Series X|S,,GwG Temporary,Nov 2020,Dec 2020,0.97,Aug 2020,0.28,65,,Shooter,,,,,,,,
Infinifactory,https://www.xbox.com/en-us/games/store/Infinifactory/9NHGM9CS3XLF,9NHGM9CS3XLF,PC,,Removed,Dec 2019,Dec 2020,11.87,Jun 2015,4.47,85,38.0,Puzzle,,,,,,,,
Untitled Goose Game,https://www.xbox.com/en-us/games/store/Untitled-Goose-Game/9MVTCTDTHH23,9MVTCTDTHH23,Xbox,Yes,Removed,Dec 2019,Dec 2020,11.93,Sep 2019,0.24,81,3.0,Action,FPS Boost,,,,,,,
Pathologic 2,https://www.xbox.com/en-us/games/store/Pathologic-2-Marble-Nest-DLC-Bundle/9N6544MVBLZ7,9N6544MVBLZ7,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,12.1,May 2019,0.55,67,19.0,Adventure / RPG,,,,,,,,
Age of Wonders: Planetfall,https://www.xbox.com/en-us/games/store/Age-of-Wonders-Planetfall/9MZ2B3W86SCK,9MZ2B3W86SCK,Xbox / PC,Yes,Removed,Nov 2019,Dec 2020,13.03,Aug 2019,0.27,85,48.0,Strategy,,,,,,,,
The Turing Test,https://www.xbox.com/en-us/games/store/The-Turing-Test/BS2MMFVLKXRK,BS2MMFVLKXRK,Xbox / PC,Yes,Removed,Jun 2019,Dec 2020,18.2,Aug 2016,2.81,80,5.0,Puzzle,,,,,,,,
The Turing Test,https://www.xbox.com/en-us/games/store/The-Turing-Test/BS2MMFVLKXRK,BS2MMFVLKXRK,Xbox / PC,Yes,Removed,Jun 2019,Dec 2020,18.2,Aug 2016,2.81,80,5.0,Puzzle,,,,,,,,
MudRunner,https://www.xbox.com/en-us/games/store/MudRunner/BTSQF5T410C6,BTSQF5T410C6,Xbox / PC,Yes,Removed,Dec 2018,Dec 2020,24.07,Oct 2017,1.12,72,17.0,Driving/Racing / Simulation,,,,,,,,
Metro: Last Light Redux,https://www.xbox.com/en-us/games/store/Metro-Last-Light-Redux/C03J6WR23XQ9,C03J6WR23XQ9,PC,,Removed,Sep 2017,Dec 2020,39.47,Aug 2014,3.01,88,10.0,Adventure,FPS Boost,,,,,,,
eFootball PES 2020,https://www.xbox.com/en-us/games/store/eFootball-PES-2020/C2DCVRMJ9V45,C2DCVRMJ9V45,Xbox,,Removed,Dec 2019,Dec 2020,11.97,Sep 2019,0.26,82,6.0,Soccer,,,,,,,,
Demon's Tilt,https://www.xbox.com/en-us/games/store/DEMONS-TILT/9N5344N0TFR7,9N5344N0TFR7,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,11.83,Jan 2019,0.87,70,7.0,Pinball,,,,,,,,
Wandersong,https://www.xbox.com/en-us/games/store/Wandersong/9NJX558FNW9S,9NJX558FNW9S,Xbox / PC,Yes,Removed,Dec 2019,Dec 2020,11.83,Sep 2018,1.19,82,9.0,Adventure,,,,,,,,
Faeria,https://www.xbox.com/en-us/games/store/Faeria/9PFGRCTKB48G,9PFGRCTKB48G,PC,,Removed,Dec 2019,Dec 2020,11.87,Feb 2016,3.77,81,115.0,Strategy / Card Game,,,,,,,,
Absolver,https://www.xbox.com/en-us/games/store/Absolver/C3XCXTFS6FFQ,C3XCXTFS6FFQ,Xbox,Yes,Removed,Jan 2019,Dec 2020,22.93,Aug 2017,1.34,62,6.0,Action / RPG,,,,,,,,
Lego Indiana Jones,https://www.xbox.com/en-us/games/store/LEGO-Indiana-Jones-The-Original-Adventures/BPFXMQVLHFV4,BPFXMQVLHFV4,XB360/OG Xbox,,GwG Permanent,Nov 2020,Nov 2020,0.47,Jun 2008,12.45,78,,Action-Adventure,,Backwards Compatible,,,,,,
Aragami: Shadow Edition,https://www.xbox.com/en-us/games/store/Aragami-Shadow-Edition/C4FFZTSWHX91,C4FFZTSWHX91,XB1/Series X|S,,GwG Temporary,Nov 2020,Nov 2020,0.97,Jun 2018,2.41,74,,Action-Adventure,,,,,,,,
Darksiders III,https://www.xbox.com/en-us/games/store/Darksiders-III/BSVZCMGZV52L,BSVZCMGZV52L,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,11.83,Nov 2018,0.98,69,14.0,Action / RPG / Action-Adventure,,,,,,,,
Darksiders III,https://www.xbox.com/en-us/games/store/Darksiders-III/BSVZCMGZV52L,BSVZCMGZV52L,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,11.83,Nov 2018,0.98,69,14.0,Action / RPG / Action-Adventure,,,,,,,,
Munchkin: Quacked Quest,https://www.xbox.com/en-us/games/store/Munchkin-Quacked-Quest/9N80L1CTZ86W,9N80L1CTZ86W,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,11.83,Nov 2019,0.01,40,1.0,Action,,,,,,,,
Tracks: The Train Set Game,https://www.xbox.com/en-us/games/store/Tracks-The-Train-Set-Game/9PCTJNL0GDS9,9PCTJNL0GDS9,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,12.03,Sep 2017,2.13,69,1.0,Simulation,,,,,,,,
The Talos Principle,https://www.xbox.com/en-us/games/store/The-Talos-Principle/C1TJ5KT8LT9J,C1TJ5KT8LT9J,Xbox / PC,Yes,Removed,Nov 2019,Nov 2020,12.07,Dec 2014,4.93,72,16.0,Adventure / Puzzle,,,,,,,,
